L,β,e,c,m,χ,U
4,0.7038140703517588,-1.965046875,0.15561251046225527,0.9903953125,0.02002085708174623,0.6648627217172021
4,0.7088341708542714,-1.9666125,0.15035348235593857,0.9908796875,0.018636187458859803,0.6649701348497762
4,0.7138542713567839,-1.968075,0.14581669133082645,0.9913015625,0.01754677157379492,0.6650542183590528
4,0.7188743718592965,-1.969503125,0.14082779396368889,0.991696875,0.016720817028944013,0.6651308282611128
4,0.723894472361809,-1.9705875,0.13794217537703488,0.991971875,0.016862454679195577,0.6651810884082776
4,0.7289145728643216,-1.971871875,0.13457268349793078,0.9923203125,0.016380360934797878,0.665238875138185
4,0.7339346733668342,-1.972875,0.13143618983156097,0.99264375,0.0154975321411461,0.6653149690412234
4,0.7389547738693467,-1.974275,0.12577782489138165,0.992996875,0.014966090204886987,0.6653779287338124
4,0.7439748743718593,-1.975484375,0.12080050466369105,0.9933484375,0.014118202632428679,0.6654544868338248
4,0.7489949748743718,-1.976490625,0.11644656131009166,0.9936578125,0.013227080688098344,0.6655258929364585
4,0.7540150753768844,-1.9776,0.11222915235299845,0.9940078125,0.012095400532168824,0.6656019816651128
4,0.759035175879397,-1.97861875,0.10892560420170952,0.9942609375,0.01174707813488215,0.6656394653950518
4,0.7640552763819095,-1.979353125,0.10644891429897844,0.994421875,0.01196880988605401,0.6656634913940331
4,0.7690753768844221,-1.980115625,0.10407834321473196,0.994659375,0.011228559025073559,0.6657123488892969
4,0.7740954773869346,-1.981290625,0.09828103300256881,0.9949921875,0.010185771619584585,0.6657801738807022
4,0.7791155778894472,-1.981890625,0.09689106873764465,0.995146875,0.01015153917863358,0.6658039694240956
4,0.7841356783919597,-1.982703125,0.09343083896721448,0.995371875,0.009748721929279303,0.6658466494446105
4,0.7891557788944724,-1.983565625,0.0893781740216924,0.99563125,0.008918261797864186,0.6659033292579636
4,0.794175879396985,-1.984334375,0.08589561520012733,0.995853125,0.00828919907660199,0.6659505927662808
4,0.7991959798994975,-1.985025,0.08256250241137117,0.9960421875,0.007989059898864318,0.6659881372892038
4,0.8042160804020101,-1.985571875,0.079977683858782,0.9962109375,0.007407657014608923,0.6660279417357322
4,0.8092361809045227,-1.986221875,0.07781516558167967,0.9963609375,0.007382341721373034,0.6660445581022898
4,0.8142562814070352,-1.986796875,0.07515239532603703,0.9965234375,0.007030980156582004,0.6660770524189104
4,0.8192763819095478,-1.987375,0.0728609998586442,0.9966734375,0.006800954551411322,0.6661012275252172
4,0.8242964824120603,-1.987865625,0.07038092712807809,0.9968140625,0.0064013372094689274,0.6661312938824329
4,0.8293165829145729,-1.988478125,0.06725640602350487,0.996978125,0.00603658158319159,0.6661622801646723
4,0.8343366834170854,-1.98879375,0.06704791526888079,0.997040625,0.006177191969377476,0.6661622000630828
4,0.839356783919598,-1.989203125,0.06520224937672128,0.9971734375,0.005728928190121533,0.6661934491203529
4,0.8443768844221106,-1.98963125,0.06322705072125569,0.997290625,0.005505447135960587,0.6662146535130544
4,0.8493969849246231,-1.99016875,0.06049901212266772,0.9974265625,0.005247991577581983,0.6662372300976984
4,0.8544170854271357,-1.990521875,0.05909665422084043,0.9975171875,0.005146428001693259,0.6662509216990441
4,0.8594371859296482,-1.991025,0.05605268993768822,0.9976484375,0.00488995572720648,0.6662748649937169
4,0.8644572864321608,-1.991459375,0.0538766030161196,0.997775,0.004507803445935033,0.6663007779770957
4,0.8694773869346734,-1.99173125,0.05271669579394802,0.9978546875,0.004313302689376818,0.6663168046343708
4,0.8744974874371859,-1.991996875,0.05170717832669791,0.9979296875,0.004167728635429982,0.6663301906100296
4,0.8795175879396985,-1.992325,0.04966841646181987,0.998015625,0.003957435419261836,0.6663469923409653
4,0.884537688442211,-1.99275,0.047597537678879476,0.9981234375,0.003789655569653674,0.6663631770652958
4,0.8895577889447236,-1.992996875,0.046294608238053175,0.99819375,0.003645274917500539,0.6663768399762471
4,0.8945778894472362,-1.993325,0.044885370168129005,0.998275,0.0035637208100277144,0.6663882257265192
4,0.8995979899497487,-1.99358125,0.04345124363127584,0.9983453125,0.003393161539711614,0.6664011438922484
4,0.9046180904522613,-1.993878125,0.04164378287112744,0.998428125,0.0031813258947371577,0.6664174779814761
4,0.9096381909547738,-1.99414375,0.040318648149989894,0.998496875,0.003037183296529584,0.666428504795598
4,0.9146582914572864,-1.994359375,0.039009825381512,0.9985515625,0.0029219649937456435,0.6664381530099343
4,0.919678391959799,-1.9945125,0.03843671611147324,0.9985953125,0.002847869998065617,0.6664457846717065
4,0.9246984924623115,-1.9946125,0.038402063459622826,0.998615625,0.002884481439391894,0.666446483894529
4,0.9297185929648242,-1.99485,0.03714760460006178,0.998678125,0.002763197566032703,0.6664567468779664
4,0.9347386934673367,-1.995090625,0.035825273902012775,0.9987390625,0.002666548929333938,0.666465874049097
4,0.9397587939698493,-1.99531875,0.03446467399751313,0.9988015625,0.0024834798848796863,0.6664776377070001
4,0.9447788944723619,-1.9955125,0.03334179124601874,0.9988515625,0.002392231284314774,0.666485734436657
4,0.9497989949748744,-1.99565,0.03251927526223249,0.9988875,0.0023141643138629674,0.6664921570848663
4,0.954819095477387,-1.995846875,0.03134988182477782,0.9989390625,0.0022296408221102685,0.6665004150889153
4,0.9598391959798995,-1.995940625,0.03106987147654598,0.9989609375,0.0022120736243813593,0.6665029089675891
4,0.9648592964824121,-1.996121875,0.029997429269142364,0.99900625,0.00211350186171611,0.6665100851769848
4,0.9698793969849246,-1.99626875,0.029139606186885065,0.999046875,0.002022674668522867,0.6665173541152976
4,0.9748994974874372,-1.996434375,0.028284248136715096,0.9990875,0.001961207898955521,0.6665227591125216
4,0.9799195979899498,-1.99651875,0.027853230379987926,0.9991078125,0.0019381964441711626,0.6665256899010761
4,0.9849396984924623,-1.996646875,0.02726770284405747,0.999140625,0.0018843940269141865,0.6665303029596747
4,0.9899597989949749,-1.996865625,0.02538805078479322,0.9991984375,0.001731555340394566,0.6665412839422207
4,0.9949798994974874,-1.996959375,0.0249871116133013,0.999228125,0.0016509085422856417,0.6665471506396203
4,1.0,-1.9971,0.024115741446768056,0.99925625,0.0016536700458755732,0.6665491290047811
8,0.001,-0.03126484375,2.008781345665258e-6,0.10326796875,0.00036384261486862343,0.14307274416763516
8,0.006020100502512562,-0.01951171875,7.0778044324741e-5,0.100172265625,0.002175062075395231,0.04143766235416857
8,0.011040201005025126,-0.021965625,0.00023943616710251454,0.1026921875,0.004356547566444925,0.011582962004767161
8,0.016060301507537688,-0.03910390625,0.0004958335390506423,0.1023484375,0.006285194726394506,0.005188327813186566
8,0.02108040201005025,-0.0398609375,0.0008939874952347634,0.10392109375,0.008693786388175683,-0.019802619067791793
8,0.026100502512562813,-0.0530171875,0.001376068323849944,0.10550546875,0.010668538182899942,0.029284825440344053
8,0.03112060301507538,-0.0628921875,0.0019738501214400066,0.105776953125,0.013079556507737941,0.006464903176043979
8,0.03614070351758794,-0.07265625,0.0026435652278511248,0.106922265625,0.015453426525613058,0.010343712819750661
8,0.0411608040201005,-0.0849765625,0.0034315819826040974,0.108841796875,0.01816367660253068,0.006700441816075653
8,0.046180904522613066,-0.0902390625,0.004349790576561848,0.1096046875,0.020715630108449533,0.009107415908267247
8,0.05120100502512563,-0.10059921875,0.005290104171107427,0.111212109375,0.023076242306696526,0.026117709249168453
8,0.05622110552763819,-0.11604921875,0.0063578983103418675,0.113000390625,0.02671674772349601,0.012486366498261514
8,0.061241206030150756,-0.12496171875,0.007505810810913485,0.113265625,0.02898544141765654,0.011873023106524827
8,0.06626130653266332,-0.13517421875,0.008980140113047342,0.114123046875,0.032156765523793984,0.009881359346166296
8,0.07128140703517588,-0.14451640625,0.010525255661974525,0.1161921875,0.035456530452810796,0.017615802172006423
8,0.07630150753768844,-0.1540421875,0.01187486717906545,0.11747890625,0.038606782793889786,0.023505830850166665
8,0.081321608040201,-0.1667171875,0.013594812777442788,0.11925,0.04263437196922248,0.01593801388459659
8,0.08634170854271357,-0.17278203125,0.015533964954535722,0.12007421875,0.04583118003572446,0.016678736788389825
8,0.09136180904522613,-0.1843828125,0.017415174456051435,0.12245078125,0.050202345733705106,0.0192908280641797
8,0.09638190954773869,-0.19423359375,0.01946193228975784,0.124541015625,0.054691976422774735,0.02614233041223679
8,0.10140201005025126,-0.205309375,0.021531363181123933,0.125305859375,0.05922801744256791,0.016443071351053162
8,0.10642211055276382,-0.21692421875,0.02376620583155402,0.1269234375,0.06198391596159244,0.02977167690182636
8,0.11144221105527638,-0.22649140625,0.026487604643520554,0.1285671875,0.06675520487210158,0.03183489836233944
8,0.11646231155778894,-0.23988828125,0.029613959837250882,0.13072421875,0.07258620255474141,0.027923210810829713
8,0.12148241206030151,-0.25105234375,0.031708476914182146,0.13187265625,0.07659397058073013,0.030004358787788843
8,0.12650251256281406,-0.257453125,0.034707610089351,0.13391953125,0.08225816090648562,0.03418295262898707
8,0.13152261306532664,-0.26861171875,0.037709396904881474,0.135901171875,0.08822811489474466,0.02853516837489145
8,0.1365427135678392,-0.2821140625,0.04072689579405789,0.13707734375,0.09272805897037202,0.037055019413432255
8,0.14156281407035176,-0.29171171875,0.04422692795491257,0.13936953125,0.10022826465238575,0.03405926941286963
8,0.14658291457286432,-0.30517109375,0.04779964299698883,0.1420046875,0.1062269956859621,0.042293662082573236
8,0.15160301507537688,-0.316359375,0.05175720106213706,0.14445546875,0.11429139201195868,0.03195591100519246
8,0.15662311557788944,-0.3258375,0.05497979424987312,0.146559765625,0.12122935584979043,0.04042965712718183
8,0.161643216080402,-0.33763203125,0.05935459022682116,0.148794921875,0.12869032354657267,0.031830830628679974
8,0.16666331658291458,-0.349759375,0.06403298435362446,0.151878515625,0.1372241547913328,0.04791973296051577
8,0.17168341708542714,-0.3613515625,0.06797387377582366,0.1535953125,0.14662787813493633,0.03927422308582862
8,0.1767035175879397,-0.373146875,0.07261513405867095,0.15592421875,0.15287493061455426,0.04706147761141599
8,0.18172361809045226,-0.3844234375,0.07865808279587322,0.1595734375,0.16483349913809603,0.04806288638879452
8,0.18674371859296482,-0.3976390625,0.08265027752161419,0.16231875,0.17436754831618811,0.05704278015124431
8,0.19176381909547738,-0.409609375,0.08866730143703168,0.164676171875,0.1844552264860773,0.059574630487786995
8,0.19678391959798994,-0.42239375,0.09372374442299036,0.1682734375,0.19669127549160317,0.060009158830271137
8,0.20180402010050252,-0.43082421875,0.10111324368122614,0.1705546875,0.2069218962991631,0.06388171496501582
8,0.20682412060301508,-0.4448890625,0.1068402611473402,0.174259375,0.22026175910835188,0.06425315551880162
8,0.21184422110552764,-0.4571921875,0.11208950127315742,0.177498046875,0.23338570444216739,0.06925758398115334
8,0.2168643216080402,-0.47277421875,0.1199054632612671,0.18173359375,0.25042484084126665,0.06864658896134668
8,0.22188442211055276,-0.483828125,0.12637666212500429,0.18478125,0.2644948209638424,0.0753118162134282
8,0.22690452261306532,-0.49520546875,0.13279158425307208,0.1886609375,0.28115587223691896,0.07470372008604187
8,0.23192462311557788,-0.51030859375,0.14282824424356733,0.193366015625,0.30147608515331503,0.07531511392124657
8,0.23694472361809046,-0.523046875,0.15178078263978603,0.1971953125,0.317139222560948,0.08444329886570612
8,0.24196482412060302,-0.535646875,0.15845023635303476,0.200691015625,0.3339770084536983,0.0921852879202899
8,0.24698492462311558,-0.55083125,0.1670089842384739,0.205159375,0.3570016745367922,0.09079934523708688
8,0.25200502512562817,-0.565096875,0.1775910718000739,0.2116015625,0.38391631726181363,0.1018330116280568
8,0.2570251256281407,-0.57949140625,0.18716323146807762,0.216016015625,0.4044093265214993,0.11033166321073062
8,0.2620452261306533,-0.59476015625,0.20025792557977046,0.2208328125,0.43407036808226845,0.10904393836887283
8,0.26706532663316584,-0.607803125,0.21162048886490192,0.227333203125,0.45912939304253503,0.11809034908166283
8,0.2720854271356784,-0.62311015625,0.22526318855631927,0.23317265625,0.4894724064528301,0.1269101925348486
8,0.27710552763819096,-0.6382359375,0.23713278642580757,0.239253515625,0.5242647332600715,0.1324778003499646
8,0.2821256281407035,-0.651625,0.24986333972237304,0.245541015625,0.5507959487067113,0.14571116543837637
8,0.2871457286432161,-0.66831015625,0.26594339141154644,0.2534328125,0.5893961032554064,0.15510923478223448
8,0.29216582914572864,-0.684725,0.28225412974758873,0.259787890625,0.631082161352565,0.1620864738211022
8,0.2971859296482412,-0.7033125,0.30243265404977315,0.269619140625,0.6788009105392898,0.1754171941880439
8,0.30220603015075376,-0.72019921875,0.3167496916119553,0.2775203125,0.7171572008737019,0.1892340278761213
8,0.3072261306532663,-0.73748046875,0.33741350978072815,0.286146875,0.7698922909699624,0.19916814101574742
8,0.3122462311557789,-0.756059375,0.36669348373349575,0.297001953125,0.8244907906894621,0.21503731717294106
8,0.31726633165829143,-0.77462109375,0.3862211270901263,0.307138671875,0.8702586210906075,0.23191401586560068
8,0.322286432160804,-0.793896875,0.4180476690426529,0.318056640625,0.9359500341678277,0.2410742780618903
8,0.3273065326633166,-0.8161453125,0.4454047259099664,0.32961953125,1.003942749981759,0.2567096446710544
8,0.33232663316582917,-0.8363625,0.4796678902083565,0.343105078125,1.0686244268440088,0.27449282950102216
8,0.3373467336683417,-0.8588328125,0.5130021282255172,0.35676328125,1.1277703468174893,0.29444856378578765
8,0.3423668341708543,-0.8809953125,0.5531058561797988,0.371059765625,1.2013152829050195,0.31085698601715384
8,0.34738693467336684,-0.9073671875,0.5944062743457095,0.387966796875,1.276841293265447,0.33137457567554773
