L,β,e,c
16,0.08092,-0.70333037109375,0.0030163264948345147
16,0.085915,-0.705673828125,0.003388659005892165
16,0.09091,-0.707620703125,0.0037980687537793713
16,0.095905,-0.71010126953125,0.004229615407070409
16,0.1009,-0.712162353515625,0.004715861484105435
16,0.105895,-0.71444873046875,0.00521275536611678
16,0.11089,-0.717044775390625,0.005660765984730319
16,0.115885,-0.719329736328125,0.006219561889700438
16,0.12088,-0.721665283203125,0.006872390284162284
16,0.125875,-0.723979541015625,0.007376913557528478
16,0.13087,-0.72673447265625,0.008018228057112275
16,0.135865,-0.728519775390625,0.008653215987957687
16,0.14086,-0.73096640625,0.00935200567397
16,0.145855,-0.7335126953125,0.010018395609255305
16,0.15085,-0.735536669921875,0.01070246769046796
16,0.155845,-0.73812451171875,0.011575502107340669
16,0.16084,-0.7406052734375,0.012283933032105676
16,0.165835,-0.742875927734375,0.013168183729086513
16,0.17083,-0.745235888671875,0.013801673541855514
16,0.175825,-0.747590234375,0.014776547046602504
16,0.18082,-0.749732861328125,0.015527822871829699
16,0.185815,-0.75223662109375,0.0167027665862752
16,0.19081,-0.754663916015625,0.017747846052656384
16,0.195805,-0.757208544921875,0.01857749835613763
16,0.2008,-0.75957373046875,0.019523389526812478
16,0.205795,-0.762153466796875,0.020836296254426283
16,0.21079,-0.76423798828125,0.021595954861554405
16,0.215785,-0.766518896484375,0.02294520021040193
16,0.22078,-0.76926650390625,0.024023378100263244
16,0.225775,-0.77173544921875,0.025190871990179407
16,0.23077,-0.77428935546875,0.026264743064491208
16,0.235765,-0.7767779296875,0.02752559679121801
16,0.24076,-0.77941796875,0.02899734765737808
16,0.245755,-0.78181806640625,0.03026771153716997
16,0.25075,-0.78414599609375,0.031656838545106855
16,0.255745,-0.786733349609375,0.03299439407531996
16,0.26074,-0.789354443359375,0.03413856575447745
16,0.265735,-0.791961279296875,0.03585098981838327
16,0.27073,-0.794327783203125,0.03742836434291488
16,0.275725,-0.797015625,0.038801323906817856
16,0.28072,-0.799458056640625,0.040430659038294965
16,0.285715,-0.80204814453125,0.04148326367516442
16,0.29071,-0.80465146484375,0.043488962602245745
16,0.295705,-0.807067138671875,0.045304758136068234
16,0.3007,-0.809606396484375,0.047225246097973184
16,0.305695,-0.8123060546875,0.048460665421085326
16,0.31069,-0.81506611328125,0.050674999415922815
16,0.315685,-0.81736337890625,0.05160643164762594
16,0.32068,-0.820098876953125,0.05398007673450735
16,0.325675,-0.82284072265625,0.05597580447154834
16,0.33067,-0.825466845703125,0.058226008389079056
16,0.335665,-0.82794521484375,0.0597604869674503
16,0.34066,-0.83065634765625,0.06180377376303647
16,0.345655,-0.83313505859375,0.06367389716848987
16,0.35065,-0.83623818359375,0.06625578980431043
16,0.355645,-0.8387517578125,0.06865495553887964
16,0.36064,-0.841469677734375,0.07060475439798192
16,0.365635,-0.844270166015625,0.07293057530293148
16,0.37063,-0.846654345703125,0.07527810526364455
16,0.375625,-0.849472607421875,0.07859627425719666
16,0.38062,-0.85254482421875,0.08105736376462619
16,0.385615,-0.855015283203125,0.08253905028441229
16,0.39061,-0.85819921875,0.08503578606719299
16,0.395605,-0.8609623046875,0.08774691522033991
16,0.4006,-0.863105322265625,0.09068506453888718
16,0.405595,-0.866533935546875,0.09390362593719848
16,0.41059,-0.869414697265625,0.09610075245899813
16,0.415585,-0.87198857421875,0.09928502486482274
16,0.42058,-0.874945703125,0.10161960611880584
16,0.425575,-0.87783701171875,0.10507280757906108
16,0.43057,-0.8804849609375,0.10836592758550088
16,0.435565,-0.883717919921875,0.11051772886764269
16,0.44056,-0.886243115234375,0.11377820751728587
16,0.445555,-0.889698828125,0.11635904592538612
16,0.45055,-0.89234609375,0.12003133155118043
16,0.455545,-0.8954921875,0.12342268384392371
16,0.46054,-0.898378955078125,0.12674145477702378
16,0.465535,-0.90128701171875,0.1308855653850881
16,0.47053,-0.90442685546875,0.13457277514483013
16,0.475525,-0.9077638671875,0.1374731175693849
16,0.48052,-0.910278515625,0.14081336269247133
16,0.485515,-0.913451171875,0.14480338153091651
16,0.49051,-0.91636328125,0.14894655459339365
16,0.495505,-0.919374169921875,0.15638589219688903
16,0.5005,-0.922902099609375,0.1570830636883569
16,0.505495,-0.92541357421875,0.1620533749081415
16,0.51049,-0.92897958984375,0.1657034437605199
16,0.515485,-0.932698046875,0.17025637997277462
16,0.52048,-0.935216064453125,0.17333957789674911
16,0.525475,-0.938849853515625,0.1781830862472775
16,0.53047,-0.941933837890625,0.18507843481742
16,0.535465,-0.944849072265625,0.18849142479604422
16,0.54046,-0.948541748046875,0.1904682596224049
16,0.545455,-0.95189130859375,0.19613171591507608
16,0.55045,-0.95450244140625,0.20208541972923968
16,0.555445,-0.958087890625,0.2073122194155561
16,0.56044,-0.961742724609375,0.20970167969113965
16,0.565435,-0.96519169921875,0.21868047897582218
16,0.57043,-0.968860791015625,0.22153223951150386
16,0.575425,-0.97164423828125,0.2277954311744709
16,0.58042,-0.9754515625,0.232724467377379
16,0.585415,-0.97866005859375,0.24220068808650705
16,0.59041,-0.98239765625,0.2459725848058111
16,0.595405,-0.985342626953125,0.25267841698886023
16,0.6004,-0.98946005859375,0.25629362369520153
16,0.605395,-0.9929892578125,0.2642475291633419
16,0.61039,-0.99693095703125,0.27132268132038107
16,0.615385,-1.000417822265625,0.27503842899803016
16,0.62038,-1.003717333984375,0.2841515075261112
16,0.625375,-1.00720546875,0.2874335041781549
16,0.63037,-1.011700537109375,0.29365862113092334
16,0.635365,-1.01506044921875,0.3066337130956931
16,0.64036,-1.019225048828125,0.31108098382536803
16,0.645355,-1.02300009765625,0.3176736089767761
16,0.65035,-1.026451708984375,0.32714246774899647
16,0.655345,-1.030018701171875,0.33717878270145335
16,0.66034,-1.034086083984375,0.34353126419590824
16,0.665335,-1.037987841796875,0.35603473847035916
16,0.67033,-1.042476513671875,0.367078566392547
16,0.675325,-1.04623896484375,0.3590835826035238
16,0.68032,-1.050513330078125,0.3798842957182446
16,0.685315,-1.05480107421875,0.38944279414563543
16,0.69031,-1.059746826171875,0.39693110984463426
16,0.695305,-1.06334384765625,0.4035011673453165
16,0.7003,-1.06750234375,0.4212047406523648
16,0.705295,-1.071532177734375,0.4259055378187614
16,0.71029,-1.075209130859375,0.4356542782067115
16,0.715285,-1.0797177734375,0.44384608609134146
16,0.72028,-1.08468779296875,0.4579818986002978
16,0.725275,-1.088512744140625,0.464509215026782
16,0.73027,-1.092984619140625,0.4766617670733058
16,0.735265,-1.098291162109375,0.4962180832277378
16,0.74026,-1.102571630859375,0.5018523651777227
16,0.745255,-1.107136328125,0.5168411603316846
16,0.75025,-1.11127333984375,0.526116395117793
16,0.755245,-1.116581005859375,0.5417941466819122
16,0.76024,-1.12179228515625,0.5571812786797697
16,0.765235,-1.125444482421875,0.5732019435050008
16,0.77023,-1.130999609375,0.5934912358852331
16,0.775225,-1.13639794921875,0.6084673579347231
16,0.78022,-1.142095751953125,0.6149485855510487
16,0.785215,-1.145264453125,0.6333124599943825
16,0.79021,-1.150568115234375,0.6385982342956585
16,0.795205,-1.156459521484375,0.6664618401704255
16,0.8002,-1.161694970703125,0.6809985559664667
16,0.805195,-1.16683212890625,0.6951758822161884
16,0.81019,-1.1711845703125,0.726391041152147
16,0.815185,-1.177737158203125,0.7471068541722651
16,0.82018,-1.18301318359375,0.7594288984108141
16,0.825175,-1.189252392578125,0.7883179926409585
16,0.83017,-1.195923779296875,0.816576260055547
16,0.835165,-1.200939794921875,0.8408506446952922
16,0.84016,-1.2068009765625,0.867038339541421
16,0.845155,-1.21347529296875,0.8929960587602513
16,0.85015,-1.21780947265625,0.9053491575280631
16,0.855145,-1.2256107421875,0.9280429472125005
